Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
278,NIRRAN,,2.0,4.0,AV,X,11.402508551881414,10.600000000000001,11.037527593818984,224
279,FOLD,SUBCOMPACT,,4.0,M6,X,17.5,10.099427958526993,14.16654964894684,237
280,MITSU,COMPACT,1.2,3.0,M5,X,,12.004801920768307,8.81,133
281,GONDA,,3.5,6.0,AS9,X,16.0,8.403361344537815,12.58,261
282,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,E,,9.3,16.83715103793844,327
283,BMV,COMPACT,2.0,4.0,AS8,D,11.299435028248588,7.800312012480499,9.72,198
284,DOGE,MID-SIZE,1.4,4.0,AM6,X,8.50078242551911,5.8,7.284453391142769,160
285,KIO,FULL-SIZE,2.0,4.0,AS6,X,,7.5,10.3,216
286,JIPU,SUV - STANDARD,,8.0,A8,X,13.200000000000001,11.4,12.391573729863692,358
287,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,X,14.9,13.3,14.184397163120568,341
288,FOLD,FULL-SIZE,2.0,4.0,AS6,X,14.7,8.6,11.961722488038278,214
289,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,13.908205841446453,10.799586776859504,12.5,247
290,BMV,FULL-SIZE,3.0,,AS8,Z,11.2,8.9,10.16260162601626,243
291,KIO,STATION WAGON - MID-SIZE,2.0,4.0,AS6,X,10.70003787878788,9.198865858427846,10.02004008016032,208
292,DOGE,FULL-SIZE,3.6,6.0,A8,X,10.395010395010395,8.300940346752865,9.46,246
293,GONDA,SUV - SMALL,3.5,6.0,AS9,X,10.5,8.403361344537815,9.55,255
294,GONDA,FULL-SIZE,2.0,4.0,M6,X,10.400625920471281,7.199724517906335,9.0,211
295,FOLD,SUBCOMPACT,1.0,4.0,M5,X,5.200208008320333,7.299250645994832,6.14,142
296,BARUSU,FULL-SIZE,2.4,4.0,AV8,X,10.9,8.403361344537815,9.8,215
297,FOLD,SPECIAL PURPOSE VEHICLE,,4.0,AS6,E,15.3,10.600000000000001,13.187721755368813,232
298,LECUS,MID-SIZE,4.6,8.0,AS8,Z,15.4,11.1,13.463938179736692,322
299,GONDA,SUV - SMALL,3.5,6.0,AS9,X,10.799586776859504,8.999076138897738,9.99,262
300,CHEVO,VAN - PASSENGER,4.8,8.0,A6,X,14.492753623188404,9.9,12.43,401
301,NIRRAN,MID-SIZE,3.5,6.0,AV7,Z,12.3,9.803921568627452,11.200000000000001,239
302,GONDA,FULL-SIZE,1.5,4.0,AV7,X,10.2,7.5,8.98,180
303,TOYOTI,PICKUP TRUCK - SMALL,2.7,,AS6,X,12.1,9.499798061389336,10.93,272
304,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,16.207455429497568,11.299435028248588,13.986013986013985,256
305,LECUS,SUBCOMPACT,,6.0,AS6,Z,11.200714285714286,8.29875518672199,9.89,248
306,FIAR,MINICOMPACT,1.4,4.0,M5,X,7.8,7.4,7.62,162
307,BARUSU,SUV - SMALL,2.5,4.0,AV6,X,11.802057200200704,8.0,10.09,210
308,TOLVO,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,11.299435028248588,7.7,9.68054211035818,222
309,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,15.290519877675841,8.403361344537815,12.195121951219512,303
310,TOYOTI,SUV - STANDARD,3.5,6.0,AS8,X,15.89825119236884,8.29875518672199,12.484394506866417,241
311,ASURA,COMPACT,1.5,,AV7,Z,10.1,7.898894154818326,9.1,179
312,MITSU,SUV - SMALL,2.4,4.0,AV6,X,11.897572078907436,9.099181073703367,10.64,224
313,CHEVO,SUV - STANDARD,6.2,8.0,A10,Z,22.50861244019139,12.594458438287154,18.05,362
314,LECUS,SUBCOMPACT,,8.0,AS8,Z,14.6,9.900990099009901,12.48,292
315,NIRRAN,,1.6,4.0,AV,X,8.201359832635983,,7.836990595611286,163
316,CHEVO,TWO-SEATER,6.2,8.0,AS8,Z,18.20109536082474,10.4,14.684287812041116,352
317,CHEVO,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,12.2,8.60018281535649,10.58,286
318,LECUS,MID-SIZE,4.6,8.0,AS8,Z,11.402508551881414,10.604453870625663,11.0,291
319,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,21.1,10.3,,369
320,FOLD,MID-SIZE,2.0,4.0,AS6,X,12.106537530266344,10.0,11.200000000000001,228
321,CHEVO,COMPACT,6.2,8.0,AS6,Z,10.3,13.19949494949495,11.60092807424594,301
322,TOLVO,SUV - SMALL,2.0,4.0,AS8,X,11.401599612215222,8.8,10.23,206
323,MITSU,SUV - SMALL,2.4,4.0,AV6,X,9.8,8.0,8.99,218
324,FOLD,PICKUP TRUCK - STANDARD,,6.0,AS6,X,15.290519877675841,8.699753618724976,12.330456226880395,280
325,FOLKSWA,COMPACT,1.4,4.0,AM7,Z,7.79903368304804,8.4,8.071025020177562,134
326,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,A4,X,12.6,7.898894154818326,10.485560504825537,254
327,ASURA,COMPACT,2.4,4.0,AM8,Z,9.49667616334283,6.599747474747475,,195
328,FOLD,SUBCOMPACT,5.0,8.0,AS10,X,15.302329360780064,10.4,13.089005235602095,351
329,FOLD,PICKUP TRUCK - STANDARD,,6.0,AS10,D,16.5,9.9,13.531799729364007,284
330,GONDA,STATION WAGON - SMALL,1.5,4.0,M5,X,9.0,8.4,8.731069042316259,123
331,KIO,FULL-SIZE,3.3,,,X,11.198208286674133,8.2,9.85,233
332,KIO,MID-SIZE,,4.0,M6,X,5.8,6.9,6.293266205160478,114
333,LECUS,COMPACT,3.5,6.0,AS6,Z,13.402564102564103,9.49667616334283,11.64,245
334,KIO,COMPACT,,4.0,AM7,X,,7.3,7.91,211
335,KIO,STATION WAGON - SMALL,2.0,4.0,AS6,X,11.600862422997945,7.1022727272727275,9.57,203
336,CHEVO,COMPACT,1.4,4.0,AS6,X,11.1,7.698229407236336,9.569377990430622,182
337,RYUNDAI,COMPACT,1.6,4.0,AM6,X,10.599662288930581,,8.936550491510278,177
338,CHEVO,SUBCOMPACT,1.4,4.0,M5,X,4.6996003996004,7.698229407236336,6.049606775559588,134
339,FOLD,MID-SIZE,2.0,4.0,M6,X,12.3,8.300940346752865,10.5,223
340,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,9.5,6.7,8.24,166
341,LECUS,COMPACT,5.0,8.0,AS8,Z,16.89189189189189,8.703220191470844,13.20690623245368,308
342,CHEVO,COMPACT,,4.0,AS6,X,10.1,6.3,8.4,181
343,DOGE,FULL-SIZE,3.6,6.0,A8,X,12.0,8.9,10.604453870625663,244
344,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,X,13.5,8.1,11.07,253
345,LECUS,COMPACT,,8.0,AS8,Z,17.7,10.8,14.6,294
346,FOLKSWA,COMPACT,2.0,4.0,AS6,X,8.3,8.201359832635983,8.257638315441785,197
347,LECUS,COMPACT,3.5,,AS6,,15.597811671087534,10.099398883641047,13.123359580052494,256
348,CHEVO,COMPACT,1.8,4.0,M5,X,10.799136069114471,7.1,9.13,193
349,CADILUXE,MID-SIZE,6.2,8.0,M6,,17.19407894736842,18.58736059479554,17.833396464646466,442
350,CHEVO,PICKUP TRUCK - SMALL,3.6,6.0,A8,X,18.69158878504673,11.3,15.4,433
351,DOGE,MINIVAN,3.6,6.0,A6,X,11.60092807424594,8.099690082644628,10.02004008016032,275
352,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS6,X,19.9,11.898946925021063,16.31321370309951,350
353,TOYOTI,SUV - SMALL,2.5,4.0,AS6,X,9.30232558139535,9.3,9.30232558139535,216
354,TOYOTI,,3.5,6.0,M6,X,21.008403361344538,18.9,20.05,348
355,TOYOTI,MINIVAN,3.5,6.0,,X,15.896510973550928,9.60061224489796,13.065726179463459,290
356,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,X,8.503401360544219,7.8,8.19,179
357,BMV,SUV - STANDARD,4.4,8.0,A8,Z,14.7,11.6,13.297872340425533,324
358,FOLD,SUV - SMALL,2.5,4.0,,X,8.8,8.1,8.48,210
359,BMV,SUBCOMPACT,3.0,6.0,AM7,Z,14.102895656515226,7.401924500370097,11.084590009425071,301
360,TOYOTI,MID-SIZE,3.5,6.0,AS6,X,12.004801920768307,8.3,10.34,219
361,JIPU,SUV - SMALL,1.3,4.0,A9,X,10.799136069114471,8.196721311475411,9.63,204
362,MATSUDA,SUV - SMALL,2.0,4.0,M6,X,8.097165991902834,7.598784194528875,7.874015748031496,182
363,CHEVO,MID-SIZE,1.4,4.0,A6,X,9.3,6.8,,166
364,JIPU,SUV - SMALL,2.4,4.0,M5,X,14.399999999999999,9.8,12.3,224
365,DOGE,MID-SIZE,6.4,8.0,M6,Z,21.4,12.7,17.48,344
366,CHEVO,VAN - PASSENGER,4.8,8.0,A6,X,17.98561151079137,16.611295681063122,17.36111111111111,404
367,BMV,COMPACT,3.0,6.0,A8,Z,11.000038940809969,8.5,9.9,222
368,NIRRAN,SUV - STANDARD,5.6,8.0,AS7,X,20.28397565922921,12.700593952483802,16.89189189189189,417
369,FOLD,SUV - SMALL,3.5,6.0,AS6,X,14.5,10.1010101010101,12.515644555694617,294
370,BARUSU,SUV - SMALL,2.0,4.0,AV8,Z,7.698229407236336,6.800000000000001,7.295480371900826,219
371,KIO,SUV - SMALL,3.3,6.0,AS6,X,15.0,10.20155290718671,12.840045454545454,264
372,KIO,STATION WAGON - SMALL,2.0,4.0,AS6,X,13.9,8.0,11.24,212
373,DOGE,FULL-SIZE,,8.0,A5,X,21.09704641350211,13.200046728971964,17.55,308
374,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,Z,23.80952380952381,12.4,18.67,377
375,RYUNDAI,COMPACT,2.0,4.0,M6,X,12.5,7.699345335515548,10.34,226
376,NIRRAN,PICKUP TRUCK - STANDARD,5.6,8.0,A5,X,18.315018315018314,18.9,18.564719810576165,364
377,FIAR,STATION WAGON - SMALL,1.4,4.0,M6,X,9.099226305609283,7.5,8.38,198
378,FOLD,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,X,18.59651086240948,13.4,16.299999999999997,299
379,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,16.69449081803005,10.695187165775401,14.0,342
380,TOYOTI,PICKUP TRUCK - SMALL,2.7,4.0,M5,X,8.29875518672199,8.3,8.29875518672199,237
381,BARUSU,,2.0,4.0,AV,X,5.6,7.3,6.37,154
382,RYUNDAI,MID-SIZE,2.0,4.0,M6,X,12.6,,10.395010395010395,187
383,CADILUXE,MID-SIZE,3.6,6.0,AS8,X,17.2,,,238
384,KIO,,2.0,4.0,A6,X,9.900990099009901,11.802057200200704,10.76,210
385,GONDA,COMPACT,2.0,4.0,M6,X,8.6,7.199724517906335,7.96812749003984,189
386,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,18.2,12.804097311139566,15.77,415
387,TOYOTI,MID-SIZE,2.5,4.0,AS8,X,13.899999999999999,7.1022727272727275,10.834236186348862,196
388,TOYOTI,PICKUP TRUCK - STANDARD,5.7,8.0,AS6,X,15.000956632653061,11.001100110011,13.19949494949495,411
389,LECUS,MID-SIZE,3.5,6.0,AS8,X,10.3,8.4,9.442870632672333,204
390,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,Z,25.9,13.49527665317139,20.32,452
391,CHEVO,SUV - SMALL,1.4,4.0,M6,X,9.5,8.0,8.82,192
392,FOLD,VAN - PASSENGER,,6.0,AS6,E,22.7921511627907,10.799136069114471,,359
393,GONDA,MID-SIZE,2.0,4.0,AV7,X,10.2,7.3,8.896797153024911,171
394,DOGE,SUV - STANDARD,3.6,6.0,A8,X,14.399999999999999,9.099181073703367,12.01535516801361,289
395,FOLD,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,16.4,10.200130095403296,13.61,315
396,KIO,STATION WAGON - MID-SIZE,2.0,4.0,A6,X,11.198208286674133,7.199424046076314,9.398496240601503,211
397,KIO,MID-SIZE,2.4,4.0,AM6,,6.5,6.4,6.46,99
398,RYUNDAI,COMPACT,1.6,4.0,AS6,X,10.4,6.3,8.55,176
399,CHEVO,MID-SIZE,1.4,4.0,AS6,X,9.10054768041237,8.802816901408452,8.968609865470851,192
400,BARUSU,STATION WAGON - SMALL,,4.0,M6,Z,11.39955609362389,10.0,10.769917582417582,293
401,RYUNDAI,COMPACT,1.6,4.0,AM6,X,7.5,7.3,,176
402,GONDA,FULL-SIZE,1.5,4.0,,,8.0,7.501875468867217,7.800000000000001,170
403,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,22.59848,13.6,18.55,370
404,FOLKSWA,,2.5,5.0,A6,X,12.2,8.0,10.31,233
405,CHEVO,PICKUP TRUCK - SMALL,2.8,4.0,A6,D,15.0,13.799999999999999,14.46,280
406,DOGE,SUV - STANDARD,5.7,8.0,A8,X,16.1,11.7,14.118547418967587,430
407,NIRRAN,STATION WAGON - SMALL,1.6,4.0,AV7,Z,9.398496240601503,7.5,8.543952052306574,184
408,TOYOTI,MID-SIZE,1.8,4.0,AV,X,10.504201680672269,8.196721311475411,9.5,179
409,DOGE,FULL-SIZE,3.6,6.0,A8,E,14.298784194528876,9.398496240601503,12.1,231
410,GONDA,STATION WAGON - SMALL,1.8,4.0,AV7,,9.198865858427846,6.501950585175552,7.99,182
411,FOLKSWA,COMPACT,3.6,6.0,AS6,X,15.79871364653244,10.6,13.46,285
412,KIO,SUV - SMALL,3.3,6.0,,X,12.097687366167023,9.2,,281
413,NIRRAN,MID-SIZE,2.5,4.0,AV,,9.4,7.898894154818326,8.72,178
414,JIPU,SUV - SMALL,3.2,6.0,A9,X,11.897572078907436,8.403361344537815,10.32550482879719,258
415,JIPU,SUV - SMALL,2.0,4.0,,X,10.3,10.695187165775401,10.482180293501049,203
416,CADILUXE,COMPACT,2.5,4.0,AS6,X,11.2,7.4,9.487666034155598,211
417,DOGE,MINIVAN,3.6,6.0,A6,E,,9.301317089232795,11.281294964028776,273
418,TOLVO,SUV - SMALL,2.5,,AS6,X,,10.700000000000001,11.8,245
419,JIPU,SUV - SMALL,3.6,6.0,A8,X,17.6,11.098779134295228,14.68,294
420,FIAR,MINICOMPACT,1.4,4.0,A6,X,9.0,6.0,7.65,188
421,FOLD,COMPACT,2.0,,AS6,X,8.299752999294284,6.4,,185
422,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,10.3,8.4,9.442870632672333,224
423,FOLD,SUV - STANDARD,,6.0,AS6,X,15.7,,13.404825737265416,319
424,BMV,FULL-SIZE,,8.0,AS8,Z,14.6,11.701781275890637,13.29,316
425,CHEVO,COMPACT,1.4,4.0,AS6,X,10.0,5.7,8.06,180
426,KIO,STATION WAGON - SMALL,1.6,4.0,AM6,X,4.5,7.6,5.89,180
427,BMV,COMPACT,3.0,6.0,AS8,Z,6.2,6.8,6.47,242
428,CHEVO,SUV - SMALL,2.0,4.0,A9,X,10.400625920471281,7.1,8.91388450615336,237
429,GONDA,MID-SIZE,2.0,4.0,AV,X,,6.798096532970768,,122
430,RYUNDAI,FULL-SIZE,5.0,,AS8,Z,18.1,12.000042480883602,15.36,352
431,CADILUXE,COMPACT,2.7,4.0,AS10,Z,10.29838003502627,9.801561415683553,10.07,231
432,KIO,MID-SIZE,2.4,4.0,AM6,X,10.1010101010101,8.5,9.380863039399625,178
433,FOLD,SUV - SMALL,1.6,4.0,AS6,X,10.400625920471281,8.29875518672199,9.46,210
434,FOLD,PICKUP TRUCK - STANDARD,3.7,6.0,AS6,E,14.705882352941178,9.5,12.36,300
435,CHEVO,,5.3,8.0,A4,E,25.8,15.8,21.3,364
436,TOLVO,STATION WAGON - MID-SIZE,,4.0,AS8,Z,10.60004506534475,7.6,9.250693802035153,200
437,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,17.90068493150685,9.9,14.3,325
438,CHEVO,PICKUP TRUCK - STANDARD,,8.0,A8,Z,15.302329360780064,8.598452278589853,12.285012285012284,358
439,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,17.0,10.89967562557924,14.245014245014247,349
440,TOYOTI,MID-SIZE,1.8,4.0,AV7,X,9.7,6.800216658642272,8.4,167
441,RYUNDAI,SUV - SMALL,2.0,,AS6,X,13.299482109227872,6.1,10.059864672364673,207
442,DOGE,MID-SIZE,1.4,4.0,AM6,X,11.5,7.000768277571251,9.47,175
443,KIO,SUV - SMALL,3.3,,AS8,X,19.407178217821784,12.903225806451612,16.48,289
444,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,17.094017094017094,,15.75,330
445,GONDA,COMPACT,2.0,4.0,AV,X,6.4,4.6003324858204575,5.589714924538848,160
446,TOLVO,STATION WAGON - SMALL,2.0,4.0,AS8,X,10.4,7.798905835543767,9.23,190
447,NIRRAN,MID-SIZE,,,AV,X,9.1,7.7,8.46740050804403,118
448,FOLD,SUV - SMALL,2.0,4.0,AS6,X,9.9,7.7,8.9126559714795,242
449,BMV,,3.0,6.0,,Z,12.0,9.7,10.965877329192546,216
450,ASURA,SUV - SMALL,3.5,6.0,AS6,Z,16.5,10.1,13.62,244
451,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,10.1010101010101,5.499532382511106,8.0,161
452,FOLD,SUV - SMALL,3.5,6.0,AS6,X,15.6,11.3,13.667344567112144,295
453,FOLKSWA,COMPACT,1.8,,AS6,X,8.598452278589853,7.7,,182
454,RYUNDAI,MID-SIZE,1.6,4.0,M6,X,,8.000510204081634,7.836990595611286,192
455,GONDA,MID-SIZE,1.5,4.0,AV,X,4.5,6.7002134724857685,5.491488193300384,136
456,NIRRAN,MID-SIZE,3.5,6.0,AV,Z,13.3,8.0,10.91,253
457,LECUS,SUV - STANDARD,5.7,8.0,AS8,Z,14.598540145985401,10.3,12.667309417040357,365
458,CADILUXE,COMPACT,3.6,6.0,AS6,X,17.513134851138354,9.9,14.08,244
459,GONDA,MID-SIZE,3.5,6.0,A6,,10.695187165775401,8.7,9.8,215
460,CHEVO,COMPACT,6.2,,AS6,Z,18.2,10.799136069114471,14.868204804045511,453
461,DOGE,,6.4,8.0,A8,Z,15.6,10.395010395010395,13.259019165727171,378
462,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,15.8,11.6,13.899999999999999,324
463,FIAR,MINICOMPACT,1.4,4.0,M5,X,4.2,6.0,5.0,99
464,DOGE,MID-SIZE,3.6,6.0,A8,X,13.404825737265416,8.100000000000001,11.017096018735362,239
465,BMV,COMPACT,2.0,4.0,M6,Z,9.900990099009901,8.8,9.40349533954727,201
466,BMV,COMPACT,2.0,4.0,AS8,Z,11.100283152430391,8.29875518672199,9.84,205
467,MATSUDA,COMPACT,2.5,4.0,M6,X,10.604453870625663,9.1,9.920634920634921,199
468,TOYOTI,SUV - STANDARD,2.5,,AV,X,9.10054768041237,6.5,7.930214115781126,161
469,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,14.8,9.699321047526672,12.5,325
470,BARUSU,COMPACT,2.0,4.0,M6,Z,,8.5,9.9,239
471,JIPU,SUV - SMALL,3.6,6.0,A8,X,14.399999999999999,10.1,,288
472,TOYOTI,MID-SIZE,2.5,4.0,AS6,X,15.600624024960998,7.9,12.135922330097086,199
473,FOLKSWA,COMPACT,2.0,4.0,AM6,D,7.598784194528875,6.3,7.012622720897616,196
474,RYUNDAI,SUV - STANDARD,,6.0,AS8,X,13.5,10.8,12.29,255
475,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,AS10,X,11.198208286674133,14.5,12.69,313
476,TOYOTI,MID-SIZE,1.8,4.0,AV,X,8.7996632996633,7.89935682326622,,180
477,FOLD,COMPACT,2.0,4.0,M6,X,11.8,7.9,10.0,208
478,CADILUXE,SUV - SMALL,,4.0,AS9,Z,10.0,6.4,8.4,207
479,FOLD,SUV - SMALL,3.5,6.0,AS6,X,12.59950936663693,9.30232558139535,11.11111111111111,273
480,BMV,MID-SIZE,3.0,6.0,AS8,D,11.100283152430391,8.097165991902834,9.8,200
481,BARUSU,STATION WAGON - SMALL,2.5,4.0,M6,,13.1,7.7,10.67,291
482,BARUSU,COMPACT,2.0,4.0,M5,X,11.099449901768173,8.1,9.746588693957115,183
483,FOLD,SUV - STANDARD,2.3,4.0,AS10,X,14.6,9.699321047526672,12.391573729863692,235
484,NIRRAN,MID-SIZE,3.5,6.0,AV7,X,10.398541114058355,6.7,8.73,200
485,CHEVO,PICKUP TRUCK - SMALL,,4.0,A6,D,12.59950936663693,11.001100110011,11.879545454545454,292
486,MATSUDA,SUV - SMALL,2.5,4.0,,X,10.298661174047373,,8.859322033898305,207
487,FOLKSWA,,2.0,4.0,M6,Z,8.9,9.1,8.99,206
488,DOGE,SUV - SMALL,,6.0,A6,X,11.401599612215222,8.7,10.19,292
489,TOYOTI,MID-SIZE,2.5,4.0,AV,X,4.4,,5.659309564233163,98
490,FOLD,SUV - SMALL,2.5,4.0,AS6,X,10.200130095403296,7.598784194528875,,217
491,BMV,COMPACT,4.4,8.0,M6,Z,13.8,10.20155290718671,12.180994303469706,345
492,JIPU,SUV - SMALL,3.2,6.0,A9,,17.6,9.7,14.044943820224718,264
493,NIRRAN,PICKUP TRUCK - SMALL,4.0,6.0,A5,X,4.9,8.703220191470844,6.610876897133221,291
494,BMV,SUBCOMPACT,3.0,6.0,M6,Z,15.9,8.802816901408452,12.71,296
495,TOLVO,STATION WAGON - MID-SIZE,2.0,,,Z,9.899621212121211,,8.96,220
496,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,Z,13.803697183098592,11.598372781065088,12.81,302
497,RYUNDAI,FULL-SIZE,2.0,4.0,AS6,X,9.5,7.798905835543767,8.73,209
498,FOLD,SUV - SMALL,,6.0,AS6,X,4.2,8.403361344537815,6.090577835273825,266
499,CHEVO,VAN - PASSENGER,6.0,8.0,A6,X,19.68503937007874,14.7,17.44918397626113,382
500,DOGE,FULL-SIZE,3.6,6.0,A8,X,11.399999999999999,7.698229407236336,9.73,231
501,ASURA,SUV - SMALL,2.0,4.0,AS10,Z,10.799586776859504,9.5,10.21,243
502,MATSUDA,SUV - SMALL,2.5,4.0,AS6,,12.5,9.5,11.147630331753554,228
503,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS6,Z,17.2,12.5,15.082956259426847,274
504,DOGE,SUV - SMALL,3.6,6.0,A6,X,17.2,12.199948132780083,14.947683109118087,297
505,JIPU,SUV - SMALL,2.0,4.0,A8,X,11.60092807424594,9.499798061389336,10.65,242
506,MATSUDA,SUV - SMALL,2.0,4.0,,X,7.5,7.4,7.457121551081283,206
507,BARUSU,SUV - SMALL,,,AV8,X,10.200130095403296,8.7,9.523809523809524,199
508,FOLD,SUV - SMALL,2.5,4.0,AS6,X,10.504201680672269,8.000510204081634,9.3754065715234,227
509,RYUNDAI,MID-SIZE,2.0,4.0,AM6,X,6.5,5.0,5.824111822947,113
510,CHEVO,STATION WAGON - SMALL,1.4,4.0,AS6,X,,7.299250645994832,7.7,189
511,KIO,FULL-SIZE,5.0,8.0,AS8,Z,17.006802721088437,11.6,14.57,347
512,NIRRAN,STATION WAGON - SMALL,1.6,4.0,AV7,Z,9.803921568627452,6.8,8.4530853761623,183
513,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS8,D,10.501152416356877,8.0,9.38,217
514,NIRRAN,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,17.8,12.0,15.19,306
515,BMV,SUV - SMALL,3.0,6.0,A8,Z,14.7,9.5,12.4,248
516,GONDA,MINIVAN,3.5,6.0,AS10,X,11.001637043966324,10.0,10.55,249
517,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,16.8,10.0,13.739193925233645,299
518,RYUNDAI,SUV - SMALL,2.4,4.0,AS6,X,,9.900990099009901,11.6,258
519,LECUS,SUV - STANDARD,4.6,8.0,AS6,Z,14.9,18.5,16.517907303370787,354
520,FOLD,SUBCOMPACT,1.6,4.0,AM6,X,9.201335504885993,7.1,8.299999999999999,172
521,FOLD,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,11.4,8.0,9.870541334452373,222
522,CADILUXE,MID-SIZE,3.6,6.0,AS8,X,14.298784194528876,11.501669381107492,13.041597414589104,271
523,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,19.011406844106464,10.6,15.220700152207002,352
524,BMV,SUBCOMPACT,4.4,8.0,AS8,Z,17.513134851138354,11.098779134295228,14.6,302
525,JIPU,SUV - SMALL,2.4,4.0,M5,X,11.297550432276656,,8.960573476702509,221
526,FIAR,MINICOMPACT,1.4,4.0,M5,X,9.099181073703367,7.800312012480499,8.51615917998191,169
527,GONDA,COMPACT,,4.0,AV7,,11.3,7.0,9.399999999999999,166
528,JIPU,PICKUP TRUCK - STANDARD,3.6,6.0,M6,X,17.9,17.1,17.543859649122805,319
529,TOYOTI,MID-SIZE,1.8,4.0,AV,X,9.198865858427846,7.3,8.347245409015025,177
530,NIRRAN,STATION WAGON - SMALL,2.0,4.0,AV8,X,11.49425287356322,10.0,10.822510822510822,195
531,KIO,MID-SIZE,2.4,4.0,AS6,X,5.599104143337066,6.2,5.870344970906069,168
532,NIRRAN,MID-SIZE,1.6,4.0,M6,Z,10.2,6.2,8.400535714285715,202
533,CADILUXE,FULL-SIZE,4.2,8.0,AS10,Z,9.899621212121211,9.099226305609283,9.541984732824426,328
534,FOLD,SUV - STANDARD,2.3,4.0,AS6,X,15.0,10.5,12.970168612191959,281
535,GONDA,SUV - SMALL,1.8,4.0,AV,X,,10.204081632653061,10.7,189
536,FIAR,STATION WAGON - SMALL,1.4,4.0,A6,X,9.900990099009901,6.600023364485982,8.417508417508417,216
537,MITSU,STATION WAGON - SMALL,,4.0,AV6,X,8.097165991902834,7.6,7.874015748031496,187
538,BMV,SUV - SMALL,2.0,4.0,AS8,Z,11.299999999999999,9.4,10.44932079414838,237
539,FOLKSWA,COMPACT,,4.0,M6,D,8.000510204081634,6.6000000000000005,7.3697104096008355,167
540,FOLD,SUV - SMALL,2.0,4.0,AS6,X,10.599662288930581,8.9,9.835689415041783,238
541,FOLD,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,9.3,8.299752999294284,8.85,226
542,KIO,SUV - SMALL,,4.0,AS6,X,14.896453451551617,8.6,12.06,281
543,FOLD,SUV - SMALL,2.0,4.0,AS6,X,13.192612137203167,10.0,11.764705882352942,229
544,BMV,TWO-SEATER,2.0,4.0,M6,Z,9.0,7.000446428571428,8.097165991902834,213
545,FOLKSWA,COMPACT,2.0,4.0,M6,X,,6.997900629811057,8.65,203
546,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,,8.1,9.1,184
547,DOGE,SUV - SMALL,3.6,6.0,A6,E,12.195121951219512,7.598784194528875,10.12984496124031,265
548,BMV,MID-SIZE,4.4,,AS8,Z,14.5,8.802816901408452,11.933174224343674,354
549,BMV,FULL-SIZE,2.0,4.0,AS8,Z,10.3,6.997900629811057,8.8,206
550,GONDA,MID-SIZE,1.5,4.0,AV,X,10.1,7.501875468867217,8.93,171
551,CADILUXE,MID-SIZE,,6.0,AS8,Z,,9.800625,14.088827930174563,320
552,ASURA,,,4.0,AS5,Z,12.099537037037036,9.30232558139535,10.8,213
553,FOLD,SUV - SMALL,2.7,6.0,AS8,X,11.695906432748536,8.7,10.351966873706004,259
554,CHEVO,SUV - SMALL,2.4,4.0,A6,E,14.204545454545455,,11.59,242
555,FOLKSWA,COMPACT,2.0,4.0,M6,X,11.799999999999999,8.097165991902834,10.13,207
